No,Family,Genus,Species,Botanical_Name,Botanical_NoAuthor,Thai_Name,YCount,Y2023,Y2025,AiTaxonomy,Source,Specificity,WoodDensity_Forest,WoodDensity_Plantation,WD_Class,WD_ForestInRange
480,Rubiaceae,Neolamarckia,cadamba,Neolamarckia cadamba (Roxb.) Bosser,Neolamarckia cadamba,กระทุ่ม,2,1,1,FALSE,World Agroforestry Centre,Species,425,,3,290-560
481,Rubiaceae,Psydrax,nitida,Psydrax nitida (Craib) K.M.Wong,Psydrax nitida,กะปะ,1,1,0,FALSE,Global,Genus,763,,2,
482,Rubiaceae,Psydrax,nitidus,Psydrax nitidus (Craib) K.M.Wong,Psydrax nitidus,คันแหลน,1,0,1,FALSE,Global,Genus,763,,2,
483,Rubiaceae,Ridsdalea,wittii,Ridsdalea wittii (Craib) J.T.Pereira,Ridsdalea wittii,หมักม่อ,1,0,1,FALSE,Global,Family,636,,3,
484,Rubiaceae,Tamilnadia,uliginosa,Tamilnadia uliginosa (Retz.) Tirveng. & Sastre,Tamilnadia uliginosa,มะคังขาว,2,1,1,FALSE,Global,genus Randia (เดิม),657,,2,
485,Rubiaceae,Wendlandia,tinctoria,Wendlandia tinctoria (Roxb.) DC.,Wendlandia tinctoria,แข้งกวาง,1,0,1,FALSE,Global,Genus,693,,2,
486,Rutaceae,Acronychia,pedunculata,Acronychia pedunculata (L.) Miq.,Acronychia pedunculata,กะอวม,2,1,1,FALSE,Global,Species,459,,3,
487,Rutaceae,Aegle,marmelos,Aegle marmelos (L.) Corrêa,Aegle marmelos,มะตูม,2,1,1,FALSE,IPCC(2006),Species,750,,2,
488,Rutaceae,Atalantia,monophylla,Atalantia monophylla DC.,Atalantia monophylla,มะนาวผี,2,1,1,FALSE,V. S. R. Naidu et al. (2019),Species,860,,2,
489,Rutaceae,Bergera,koenigii,Bergera koenigii L.,Bergera koenigii,โปร่งฟ้า,1,1,0,FALSE,Global,Family,640,,3,
490,Rutaceae,Citrus,aurantifolia,Citrus aurantifolia (Christm.) Swingle,Citrus aurantifolia,มะนาว,1,0,1,FALSE,Global,Genus,740,,2,
491,Rutaceae,Citrus,maxima,Citrus maxima (Burm.) Merr.,Citrus maxima,ส้มโอ,2,1,1,FALSE,"Zanne et al., 2009",Genus,740,,2,
492,Rutaceae,Limonia,acidissima,Limonia acidissima L.,Limonia acidissima,มะขวิด,1,0,1,FALSE,Global,Species,840,,2,
493,Rutaceae,Micromelum,minutum,Micromelum minutum (G.Forst.) Wight & Arn.,Micromelum minutum,หมุย,1,1,0,FALSE,Global,Species,660,,2,
494,Rutaceae,Micromelum,minutum,Micromelum minutum (G.Forst.) Wight & Arn.,Micromelum minutum,หัสคุณ,1,0,1,FALSE,Global,Species,660,,2,
495,Rutaceae,Murraya,paniculata,Murraya paniculata (L.) Jack,Murraya paniculata,แก้ว,2,1,1,FALSE,Global,Species,871,,2,
496,Rutaceae,Naringi,crenulata,Naringi crenulata (Roxb.) Nicolson,Naringi crenulata,กระแจะ,2,1,1,FALSE,Global,Family,640,,3,
497,Rutaceae,Tetradium,glabrifolium,Tetradium glabrifolium (Champ. ex Benth.) T.G.Hartley,Tetradium glabrifolium,มะแคด,1,1,0,FALSE,Global,Tetradium fraxinifolium,232,,3,
498,Salicaceae,Casearia,grewiifolia,Casearia grewiifolia Vent.,Casearia grewiifolia,กรวยป่า,2,1,1,FALSE,กรมป่าไม้(2548),Species,830,,2,
499,Salicaceae,Flacourtia,Unknown,Flacourtia sp.,Flacourtia sp.,,2,1,1,FALSE,Global,Genus,773,,2,
500,Salicaceae,Flacourtia,indica,Flacourtia indica (Burm.f.) Merr.,Flacourtia indica,ตะขบป่า,2,1,1,FALSE,Global,Species,737,,2,
501,Salicaceae,Flacourtia,jangomas,Flacourtia jangomas (Lour.) Raeusch.,Flacourtia jangomas,ตะขบยักษ์,2,1,1,FALSE,Global,Species,923,,2,
502,Salicaceae,Homalium,Unknown,Homalium sp.,Homalium sp.,,2,1,1,FALSE,Global,Genus,708,,2,
503,Salicaceae,Homalium,dasyanthum,Homalium dasyanthum (Turcz.) W.Theob.,Homalium dasyanthum,เขากวาง,1,1,0,FALSE,IPCC(2006),Species,760,,2,
504,Salicaceae,Homalium,tomentosum,Homalium tomentosum (Vent.) Benth.,Homalium tomentosum,ขานาง,1,0,1,FALSE,Global,Species,790,,2,
505,Sapindaceae,Arfeuillea,arborescens,Arfeuillea arborescens Pierre ex Radlk.,Arfeuillea arborescens,คงคาเดือด,2,1,1,FALSE,Global,Family,615,,3,
506,Sapindaceae,Dimocarpus,longan,Dimocarpus longan Lour.,Dimocarpus longan,ลำไย,2,1,1,FALSE,Global,Species,700,,2,
507,Sapindaceae,Lepisanthes,rubiginosa,Lepisanthes rubiginosa (Roxb.) Leenh.,Lepisanthes rubiginosa,มะหวด,2,1,1,FALSE,Global,Species,630,,3,
508,Sapindaceae,Nephelium,hypoleucum,Nephelium hypoleucum Kurz,Nephelium hypoleucum,คอแลน,2,1,1,FALSE,กรมป่าไม้(2548),Species,980,,2,
509,Sapindaceae,Nephelium,lappaceum,Nephelium lappaceum L.,Nephelium lappaceum,เงาะ,1,0,1,FALSE,Global,Species,710,,2,
510,Sapindaceae,Schleichera,oleosa,Schleichera oleosa (Lour.) Oken,Schleichera oleosa,ตะคร้อ,2,1,1,FALSE,กรมป่าไม้(2548),Genus,1100,,1,
511,Sapindaceae,Sisyrolepis,muricata,Sisyrolepis muricata (Pierre) Leenh.,Sisyrolepis muricata,ตะคร้อหนาม,2,1,1,FALSE,Global,genus Strombosia ชื่อพ้อง,747,,2,
512,Sapindaceae,Xerospermum,Unknown,Xerospermum sp.Trat1,Xerospermum sp.Trat1,,1,0,1,FALSE,Global,Xerospermum laevigatum,770,,2,
513,Sapindaceae,Xerospermum,noronhianum,Xerospermum noronhianum (Blume) Blume.,Xerospermum noronhianum,คอเหี้ย,2,1,1,FALSE,Global,Xerospermum laevigatum,770,,2,
514,Sapindaceae,Zollingeria,dongnaiensis,Zollingeria dongnaiensis Pierre,Zollingeria dongnaiensis,ขี้หนอน,2,1,1,FALSE,Global,Family,615,,3,
515,Sapotaceae,Chrysophyllum,cainito,Chrysophyllum cainito L.,Chrysophyllum cainito,สตาร์แอปเปิ้ล,2,1,1,FALSE,Global,Species,655,,2,
516,Sapotaceae,Lucuma,campechiana,Lucuma campechiana Kunth,Lucuma campechiana,เซียนท้อ,1,0,1,FALSE,Global,Family,615,,3,
517,Sapotaceae,Madhuca,Unknown,Madhuca sp.Phrae1,Madhuca sp.Phrae1,,1,0,1,FALSE,Global,Family,615,,3,
518,Sapotaceae,Manilkara,hexandra,Manilkara hexandra (Roxb.) Dubard,Manilkara hexandra,เกด,2,1,1,FALSE,กรมป่าไม้(2548),Species,1310,,1,
519,Sapotaceae,Manilkara,kauki,Manilkara kauki (L.) Dubard,Manilkara kauki,ละมุดสีดา,1,0,1,FALSE,Global,Species,830,,2,
520,Sapotaceae,Mimusops,elengi,Mimusops elengi L.,Mimusops elengi,พิกุล,2,1,1,TRUE,กรมป่าไม้(2548),,940,,2,
521,Sapotaceae,Palaquium,obovatum,Palaquium obovatum (Griff.) Engl.,Palaquium obovatum,ขนุนนก,2,1,1,FALSE,กรมป่าไม้(2548),Genus,720,,2,
522,Sapotaceae,Planchonella,obovata,Planchonella obovata (R.Br.) Pierre,Planchonella obovata,งาไซ,2,1,1,FALSE,Tropical tree(2014),Planchonella vitiensis,770,,2,
523,Sapotaceae,Xantolis,siamensis,Xantolis siamensis (H.R.Fletcher) P.Royen,Xantolis siamensis,ตานเสี้ยน,1,0,1,FALSE,Global,Family,615,,3,
524,Simaroubaceae,Ailanthus,triphysa,Ailanthus triphysa (Dennst.) Alston,Ailanthus triphysa,มะยมป่า,2,1,1,FALSE,กรมป่าไม้(2548),Species,470,,3,
525,Simaroubaceae,Simarouba,amara,Simarouba amara Aubl.,Simarouba amara,เอกมหาชัย,1,0,1,FALSE,Global,Species,383,,3,
526,Sterculiaceae,Pterospermum,semisagittatum,Pterospermum semisagittatum Ham. ex Roxb.,Pterospermum semisagittatum,ขามคัวะ,1,0,1,FALSE,Global,Species,620,,3,
527,Symplocaceae,Symplocos,Unknown,Symplocos sp.MaeHongSon1,Symplocos sp.MaeHongSon1,,1,0,1,FALSE,Global,Genus,531,,3,
528,Thymelaeaceae,Aquilaria,crassna,Aquilaria crassna Pierre ex Lecomte,Aquilaria crassna,กฤษณา,1,0,1,FALSE,,,347,,3,
529,Ulmaceae,Holoptelea,integrifolia,Holoptelea integrifolia (Roxb.) Planch.,Holoptelea integrifolia,กระเชา,2,1,1,FALSE,กรมป่าไม้(2548),Species,700,,2,
530,Unknown,Unknow,Unknown,Unknown,Unknown,,1,0,1,FALSE,,Average,540,,3,
531,Unknown,Unknow,Unknown,Unknown ป่ากลางกรุง ปตท,Unknown ป่ากลางกรุง ปตท,,1,0,1,FALSE,,Average,540,,3,
532,Unknown,Unknow,Unknown,Unknown วิทยาลัยเกษตรอุดร,Unknown วิทยาลัยเกษตรอุดร,,1,0,1,FALSE,,Average,540,,3,
533,Unknown,Unknow,Unknown,Unknown1 วัดป่าขมิ้น,Unknown1 วัดป่าขมิ้น,,2,1,1,FALSE,,Average,540,,3,
534,Unknown,Unknow,Unknown,Unknown1 วัดป่าหนองกุง,Unknown1 วัดป่าหนองกุง,,2,1,1,FALSE,,Average,540,,3,
535,Unknown,Unknow,Unknown,Unknown1 เขาน้ำซับ,Unknown1 เขาน้ำซับ,,2,1,1,FALSE,,Average,540,,3,
536,Unknown,Unknow,Unknown,Unknown2 วัดป่าหนองกุง,Unknown2 วัดป่าหนองกุง,,2,1,1,FALSE,,Average,540,,3,
537,Unknown,Unknow,Unknown,Unknown2 วิทยาลัยชุมชน,Unknown2 วิทยาลัยชุมชน,,2,1,1,FALSE,,Average,540,,3,
538,Unknown,Unknow,Unknown,Unknown3 วัดป่าหนองกุง,Unknown3 วัดป่าหนองกุง,,2,1,1,FALSE,,Average,540,,3,
539,Unknown,Unknow,Unknown,Unknown4 วัดป่าหนองกุง,Unknown4 วัดป่าหนองกุง,,2,1,1,FALSE,,Average,540,,3,
540,Unknown,Unknow,Unknown,Unknown5 วัดป่าหนองกุง,Unknown5 วัดป่าหนองกุง,,2,1,1,FALSE,,Average,540,,3,
541,Verbenaceae,Citharexylum,flexuosum,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Citharexylum flexuosum,บุหงาส่าหรี,2,1,1,FALSE,"Zanne et al., 2009",Genus,662,,2,
542,Vitaceae,Leea,indica,Leea indica (Burm.f.) Merr.,Leea indica,กะตังใบ,2,1,1,FALSE,Global,Species,460,,3,
